Date,DMA,TV GRP,Magazine GRP
3/9/2015,Panama City,60,0
3/9/2015,Parkersburg,60,0
3/9/2015,Peoria-Bloomington,60,0
3/9/2015,Philadelphia,60,0
3/9/2015,Phoenix (Prescott),60,0
3/9/2015,Pittsburgh,60,0
3/9/2015,"Portland, OR",60,0
3/9/2015,Portland-Auburn,60,0
3/9/2015,Presque Isle,60,0
3/9/2015,Providence-New Bedford,60,0
3/9/2015,Quincy-Hannibal-Keokuk,60,0
3/9/2015,Raleigh-Durham (Fayetvlle),60,0
3/9/2015,Rapid City,60,0
3/9/2015,Reno,60,0
3/9/2015,Richmond-Petersburg,60,0
3/9/2015,Roanoke-Lynchburg,60,0
3/9/2015,"Rochester, NY",60,0
3/9/2015,Rochestr-Mason City-Austin,60,0
3/9/2015,Rockford,60,0
3/9/2015,Sacramnto-Stkton-Modesto,60,0
3/9/2015,Salisbury,60,0
3/9/2015,Salt Lake City,60,0
3/9/2015,San Angelo,60,0
3/9/2015,San Antonio,60,0
3/9/2015,San Diego,60,0
3/9/2015,San Francisco-Oak-San Jose,60,0
3/9/2015,SantaBarbra-SanMar-SanLuOb,60,0
3/9/2015,Savannah,60,0
3/9/2015,Seattle-Tacoma,60,0
3/9/2015,Sherman-Ada,60,0
3/9/2015,Shreveport,60,0
3/9/2015,Sioux City,60,0
3/9/2015,Sioux Falls(Mitchell),60,0
3/9/2015,South Bend-Elkhart,60,0
3/9/2015,Spokane,60,0
3/9/2015,"Springfield, MO",60,0
3/9/2015,Springfield-Holyoke,60,0
3/9/2015,St. Joseph,60,0
3/9/2015,St. Louis,60,0
3/9/2015,Syracuse,60,0
3/9/2015,Tallahassee-Thomasville,60,0
3/9/2015,Tampa-St. Pete (Sarasota),60,0
3/9/2015,Terre Haute,60,0
3/9/2015,Toledo,60,0
3/9/2015,Topeka,60,0
3/9/2015,Traverse City-Cadillac,60,0
3/9/2015,"Tri-Cities, TN-VA",60,0
3/9/2015,Tucson (Sierra Vista),60,0
3/9/2015,Tulsa,60,0
3/9/2015,Twin Falls,60,0
3/9/2015,Tyler-Longview(Lfkn&Ncgd),60,0
3/9/2015,Utica,60,0
3/9/2015,Victoria,60,0
3/9/2015,Waco-Temple-Bryan,60,0
3/9/2015,"Washington, DC (Hagrstwn)",60,0
3/9/2015,Watertown,60,0
3/9/2015,Wausau-Rhinelander,60,0
3/9/2015,West Palm Beach-Ft. Pierce,60,0
3/9/2015,Wheeling-Steubenville,60,0
3/9/2015,Wichita Falls & Lawton,60,0
3/9/2015,Wichita-Hutchinson Plus,60,0
3/9/2015,Wilkes Barre-Scranton-Hztn,60,0
3/9/2015,Wilmington,60,0
3/9/2015,Yakima-Pasco-Rchlnd-Knnwck,60,0
3/9/2015,Youngstown,60,0
3/9/2015,Yuma-El Centro,60,0
3/9/2015,Zanesville,60,0
3/16/2015,Abilene-Sweetwater,73,0
3/16/2015,"Albany, GA",73,0
3/16/2015,Albany-Schenectady-Troy,73,0
3/16/2015,Albuquerque-Santa Fe,73,0
3/16/2015,"Alexandria, LA",73,0
3/16/2015,Alpena,73,0
3/16/2015,Amarillo,73,0
3/16/2015,Anchorage,73,0
3/16/2015,Atlanta,73,0
3/16/2015,Augusta-Aiken,73,0
3/16/2015,Austin,73,0
3/16/2015,Bakersfield,73,0
3/16/2015,Baltimore,73,0
3/16/2015,Bangor,73,0
3/16/2015,Baton Rouge,73,0
3/16/2015,Beaumont-Port Arthur,73,0
3/16/2015,"Bend, OR",73,0
3/16/2015,Billings,73,0
3/16/2015,Biloxi-Gulfport,73,0
3/16/2015,Binghamton,73,0
3/16/2015,Birmingham (Ann and Tusc),73,0
3/16/2015,Bluefield-Beckley-Oak Hill,73,0
3/16/2015,Boise,73,0
3/16/2015,Boston (Manchester),73,0
3/16/2015,Bowling Green,73,0
3/16/2015,Buffalo,73,0
3/16/2015,Burlington-Plattsburgh,73,0
3/16/2015,Butte-Bozeman,73,0
3/16/2015,Casper-Riverton,73,0
3/16/2015,Cedar Rapids-Wtrlo-IWC&Dub,73,0
3/16/2015,Champaign&Sprngfld-Decatur,73,0
3/16/2015,"Charleston, SC",73,0
3/16/2015,Charleston-Huntington,73,0
3/16/2015,Charlotte,73,0
3/16/2015,Charlottesville,73,0
3/16/2015,Chattanooga,73,0
3/16/2015,Cheyenne-Scottsbluff,73,0
3/16/2015,Chicago,73,0
3/16/2015,Chico-Redding,73,0
3/16/2015,Cincinnati,73,0
3/16/2015,Clarksburg-Weston,73,0
3/16/2015,Cleveland-Akron (Canton),73,0
3/16/2015,Colorado Springs-Pueblo,73,0
3/16/2015,"Columbia, SC",73,0
3/16/2015,Columbia-Jefferson City,73,0
3/16/2015,"Columbus, GA (Opelika, AL)",73,0
3/16/2015,"Columbus, OH",73,0
3/16/2015,Columbus-Tupelo-W Pnt-Hstn,73,0
3/16/2015,Corpus Christi,73,0
3/16/2015,Dallas-Ft. Worth,73,0
3/16/2015,Davenport-R.Island-Moline,73,0
3/16/2015,Dayton,73,0
3/16/2015,Denver,73,0
3/16/2015,Des Moines-Ames,73,0
3/16/2015,Detroit,73,0
3/16/2015,Dothan,73,0
3/16/2015,Duluth-Superior,73,0
3/16/2015,El Paso (Las Cruces),73,0
3/16/2015,Elmira (Corning),73,0
3/16/2015,Erie,73,0
3/16/2015,Eugene,73,0
3/16/2015,Eureka,73,0
3/16/2015,Evansville,73,0
3/16/2015,Fairbanks,73,0
3/16/2015,Fargo-Valley City,73,0
3/16/2015,Flint-Saginaw-Bay City,73,0
3/16/2015,Fresno-Visalia,73,0
3/16/2015,Ft. Myers-Naples,73,0
3/16/2015,Ft. Smith-Fay-Sprngdl-Rgrs,73,0
3/16/2015,Ft. Wayne,73,0
3/16/2015,Gainesville,73,0
3/16/2015,Glendive,73,0
3/16/2015,Grand Junction-Montrose,73,0
3/16/2015,Grand Rapids-Kalmzoo-B.Crk,73,0
3/16/2015,Great Falls,73,0
3/16/2015,Green Bay-Appleton,73,0
3/16/2015,Greensboro-H.Point-W.Salem,73,0
3/16/2015,Greenville-N.Bern-Washngtn,73,0
3/16/2015,Greenvll-Spart-Ashevll-And,73,0
3/16/2015,Greenwood-Greenville,73,0
3/16/2015,Harlingen-Wslco-Brnsvl-McA,73,0
3/16/2015,Harrisburg-Lncstr-Leb-York,73,0
3/16/2015,Harrisonburg,73,0
3/16/2015,Hartford & New Haven,73,0
3/16/2015,Hattiesburg-Laurel,73,0
3/16/2015,Helena,73,0
3/16/2015,Honolulu,73,0
3/16/2015,Houston,73,0
3/16/2015,Huntsville-Decatur (Flor),73,0
3/16/2015,Idaho Fals-Pocatllo(Jcksn),73,0
3/16/2015,Indianapolis,73,0
3/16/2015,"Jackson, MS",73,0
3/16/2015,"Jackson, TN",73,0
3/16/2015,Jacksonville,73,0
3/16/2015,Johnstown-Altoona-St Colge,73,0
3/16/2015,Jonesboro,73,0
3/16/2015,Joplin-Pittsburg,73,0
3/16/2015,Juneau,73,0
3/16/2015,Kansas City,73,0
3/16/2015,Knoxville,73,0
3/16/2015,La Crosse-Eau Claire,73,0
3/16/2015,"Lafayette, IN",73,0
3/16/2015,"Lafayette, LA",73,0
3/16/2015,Lake Charles,73,0
3/16/2015,Lansing,73,0
3/16/2015,Laredo,73,0
3/16/2015,Las Vegas,73,0
3/16/2015,Lexington,73,0
3/16/2015,Lima,73,0
3/16/2015,Lincoln & Hastings-Krny,73,0
3/16/2015,Little Rock-Pine Bluff,73,0
3/16/2015,Los Angeles,73,0
3/16/2015,Louisville,73,0
3/16/2015,Lubbock,73,0
3/16/2015,Macon,73,0
3/16/2015,Madison,73,0
3/16/2015,Mankato,73,0
3/16/2015,Marquette,73,0
3/16/2015,Medford-Klamath Falls,73,0
3/16/2015,Memphis,73,0
3/16/2015,Meridian,73,0
3/16/2015,Miami-Ft. Lauderdale,73,0
3/16/2015,Milwaukee,73,0
3/16/2015,Minneapolis-St. Paul,73,0
3/16/2015,Minot-Bsmrck-Dcknsn(Wlstn),73,0
3/16/2015,Missoula,73,0
3/16/2015,Mobile-Pensacola (Ft Walt),73,0
3/16/2015,Monroe-El Dorado,73,0
3/16/2015,Monterey-Salinas,73,0
3/16/2015,Montgomery-Selma,73,0
3/16/2015,Myrtle Beach-Florence,73,0
3/16/2015,Nashville,73,0
3/16/2015,New Orleans,73,0
3/16/2015,New York,73,0
3/16/2015,Norfolk-Portsmth-Newpt Nws,73,0
3/16/2015,North Platte,73,0
3/16/2015,Odessa-Midland,73,0
3/16/2015,Oklahoma City,73,0
3/16/2015,Omaha,73,0
3/16/2015,Orlando-Daytona Bch-Melbrn,73,0
3/16/2015,Ottumwa-Kirksville,73,0
3/16/2015,Paducah-Cape Girard-Harsbg,73,0
3/16/2015,Palm Springs,73,0
3/16/2015,Panama City,73,0
3/16/2015,Parkersburg,73,0
3/16/2015,Peoria-Bloomington,73,0
3/16/2015,Philadelphia,73,0
3/16/2015,Phoenix (Prescott),73,0
3/16/2015,Pittsburgh,73,0
3/16/2015,"Portland, OR",73,0
3/16/2015,Portland-Auburn,73,0
3/16/2015,Presque Isle,73,0
3/16/2015,Providence-New Bedford,73,0
3/16/2015,Quincy-Hannibal-Keokuk,73,0
3/16/2015,Raleigh-Durham (Fayetvlle),73,0
3/16/2015,Rapid City,73,0
3/16/2015,Reno,73,0
3/16/2015,Richmond-Petersburg,73,0
3/16/2015,Roanoke-Lynchburg,73,0
3/16/2015,"Rochester, NY",73,0
3/16/2015,Rochestr-Mason City-Austin,73,0
3/16/2015,Rockford,73,0
3/16/2015,Sacramnto-Stkton-Modesto,73,0
3/16/2015,Salisbury,73,0
3/16/2015,Salt Lake City,73,0
3/16/2015,San Angelo,73,0
3/16/2015,San Antonio,73,0
3/16/2015,San Diego,73,0
3/16/2015,San Francisco-Oak-San Jose,73,0
3/16/2015,SantaBarbra-SanMar-SanLuOb,73,0
3/16/2015,Savannah,73,0
3/16/2015,Seattle-Tacoma,73,0
3/16/2015,Sherman-Ada,73,0
3/16/2015,Shreveport,73,0
3/16/2015,Sioux City,73,0
3/16/2015,Sioux Falls(Mitchell),73,0
3/16/2015,South Bend-Elkhart,73,0
3/16/2015,Spokane,73,0
3/16/2015,"Springfield, MO",73,0
3/16/2015,Springfield-Holyoke,73,0
3/16/2015,St. Joseph,73,0
3/16/2015,St. Louis,73,0
3/16/2015,Syracuse,73,0
3/16/2015,Tallahassee-Thomasville,73,0
3/16/2015,Tampa-St. Pete (Sarasota),73,0
3/16/2015,Terre Haute,73,0
3/16/2015,Toledo,73,0
3/16/2015,Topeka,73,0
3/16/2015,Traverse City-Cadillac,73,0
3/16/2015,"Tri-Cities, TN-VA",73,0
3/16/2015,Tucson (Sierra Vista),73,0
3/16/2015,Tulsa,73,0
3/16/2015,Twin Falls,73,0
3/16/2015,Tyler-Longview(Lfkn&Ncgd),73,0
3/16/2015,Utica,73,0
3/16/2015,Victoria,73,0
3/16/2015,Waco-Temple-Bryan,73,0
3/16/2015,"Washington, DC (Hagrstwn)",73,0
3/16/2015,Watertown,73,0
3/16/2015,Wausau-Rhinelander,73,0
3/16/2015,West Palm Beach-Ft. Pierce,73,0
3/16/2015,Wheeling-Steubenville,73,0
3/16/2015,Wichita Falls & Lawton,73,0
3/16/2015,Wichita-Hutchinson Plus,73,0
3/16/2015,Wilkes Barre-Scranton-Hztn,73,0
3/16/2015,Wilmington,73,0
3/16/2015,Yakima-Pasco-Rchlnd-Knnwck,73,0
3/16/2015,Youngstown,73,0
3/16/2015,Yuma-El Centro,73,0
3/16/2015,Zanesville,73,0
3/23/2015,Abilene-Sweetwater,53,0
3/23/2015,"Albany, GA",53,0
3/23/2015,Albany-Schenectady-Troy,53,0
3/23/2015,Albuquerque-Santa Fe,53,0
3/23/2015,"Alexandria, LA",53,0
3/23/2015,Alpena,53,0
3/23/2015,Amarillo,53,0
3/23/2015,Anchorage,53,0
3/23/2015,Atlanta,53,0
3/23/2015,Augusta-Aiken,53,0
3/23/2015,Austin,53,0
3/23/2015,Bakersfield,53,0
3/23/2015,Baltimore,53,0
3/23/2015,Bangor,53,0
3/23/2015,Baton Rouge,53,0
3/23/2015,Beaumont-Port Arthur,53,0
3/23/2015,"Bend, OR",53,0
3/23/2015,Billings,53,0
3/23/2015,Biloxi-Gulfport,53,0
3/23/2015,Binghamton,53,0
3/23/2015,Birmingham (Ann and Tusc),53,0
3/23/2015,Bluefield-Beckley-Oak Hill,53,0
3/23/2015,Boise,53,0
3/23/2015,Boston (Manchester),53,0
3/23/2015,Bowling Green,53,0
3/23/2015,Buffalo,53,0
3/23/2015,Burlington-Plattsburgh,53,0
3/23/2015,Butte-Bozeman,53,0
3/23/2015,Casper-Riverton,53,0
3/23/2015,Cedar Rapids-Wtrlo-IWC&Dub,53,0
3/23/2015,Champaign&Sprngfld-Decatur,53,0
3/23/2015,"Charleston, SC",53,0
3/23/2015,Charleston-Huntington,53,0
3/23/2015,Charlotte,53,0
3/23/2015,Charlottesville,53,0
3/23/2015,Chattanooga,53,0
3/23/2015,Cheyenne-Scottsbluff,53,0
3/23/2015,Chicago,53,0
3/23/2015,Chico-Redding,53,0
3/23/2015,Cincinnati,53,0
3/23/2015,Clarksburg-Weston,53,0
3/23/2015,Cleveland-Akron (Canton),53,0
3/23/2015,Colorado Springs-Pueblo,53,0
3/23/2015,"Columbia, SC",53,0
3/23/2015,Columbia-Jefferson City,53,0
3/23/2015,"Columbus, GA (Opelika, AL)",53,0
3/23/2015,"Columbus, OH",53,0
3/23/2015,Columbus-Tupelo-W Pnt-Hstn,53,0
3/23/2015,Corpus Christi,53,0
3/23/2015,Dallas-Ft. Worth,53,0
3/23/2015,Davenport-R.Island-Moline,53,0
3/23/2015,Dayton,53,0
3/23/2015,Denver,53,0
3/23/2015,Des Moines-Ames,53,0
3/23/2015,Detroit,53,0
3/23/2015,Dothan,53,0
3/23/2015,Duluth-Superior,53,0
3/23/2015,El Paso (Las Cruces),53,0
3/23/2015,Elmira (Corning),53,0
3/23/2015,Erie,53,0
3/23/2015,Eugene,53,0
3/23/2015,Eureka,53,0
3/23/2015,Evansville,53,0
3/23/2015,Fairbanks,53,0
3/23/2015,Fargo-Valley City,53,0
3/23/2015,Flint-Saginaw-Bay City,53,0
3/23/2015,Fresno-Visalia,53,0
3/23/2015,Ft. Myers-Naples,53,0
3/23/2015,Ft. Smith-Fay-Sprngdl-Rgrs,53,0
3/23/2015,Ft. Wayne,53,0
3/23/2015,Gainesville,53,0
3/23/2015,Glendive,53,0
3/23/2015,Grand Junction-Montrose,53,0
3/23/2015,Grand Rapids-Kalmzoo-B.Crk,53,0
3/23/2015,Great Falls,53,0
3/23/2015,Green Bay-Appleton,53,0
3/23/2015,Greensboro-H.Point-W.Salem,53,0
3/23/2015,Greenville-N.Bern-Washngtn,53,0
3/23/2015,Greenvll-Spart-Ashevll-And,53,0
3/23/2015,Greenwood-Greenville,53,0
3/23/2015,Harlingen-Wslco-Brnsvl-McA,53,0
3/23/2015,Harrisburg-Lncstr-Leb-York,53,0
3/23/2015,Harrisonburg,53,0
3/23/2015,Hartford & New Haven,53,0
3/23/2015,Hattiesburg-Laurel,53,0
3/23/2015,Helena,53,0
3/23/2015,Honolulu,53,0
3/23/2015,Houston,53,0
3/23/2015,Huntsville-Decatur (Flor),53,0
3/23/2015,Idaho Fals-Pocatllo(Jcksn),53,0
3/23/2015,Indianapolis,53,0
3/23/2015,"Jackson, MS",53,0
3/23/2015,"Jackson, TN",53,0
3/23/2015,Jacksonville,53,0
3/23/2015,Johnstown-Altoona-St Colge,53,0
3/23/2015,Jonesboro,53,0
3/23/2015,Joplin-Pittsburg,53,0
3/23/2015,Juneau,53,0
3/23/2015,Kansas City,53,0
3/23/2015,Knoxville,53,0
3/23/2015,La Crosse-Eau Claire,53,0
3/23/2015,"Lafayette, IN",53,0
3/23/2015,"Lafayette, LA",53,0
3/23/2015,Lake Charles,53,0
3/23/2015,Lansing,53,0
3/23/2015,Laredo,53,0
3/23/2015,Las Vegas,53,0
3/23/2015,Lexington,53,0
3/23/2015,Lima,53,0
3/23/2015,Lincoln & Hastings-Krny,53,0
3/23/2015,Little Rock-Pine Bluff,53,0
3/23/2015,Los Angeles,53,0
3/23/2015,Louisville,53,0
3/23/2015,Lubbock,53,0
3/23/2015,Macon,53,0
3/23/2015,Madison,53,0
3/23/2015,Mankato,53,0
3/23/2015,Marquette,53,0
3/23/2015,Medford-Klamath Falls,53,0
3/23/2015,Memphis,53,0
3/23/2015,Meridian,53,0
3/23/2015,Miami-Ft. Lauderdale,53,0
3/23/2015,Milwaukee,53,0
3/23/2015,Minneapolis-St. Paul,53,0
3/23/2015,Minot-Bsmrck-Dcknsn(Wlstn),53,0
3/23/2015,Missoula,53,0
3/23/2015,Mobile-Pensacola (Ft Walt),53,0
3/23/2015,Monroe-El Dorado,53,0
3/23/2015,Monterey-Salinas,53,0
3/23/2015,Montgomery-Selma,53,0
3/23/2015,Myrtle Beach-Florence,53,0
3/23/2015,Nashville,53,0
3/23/2015,New Orleans,53,0
3/23/2015,New York,53,0
3/23/2015,Norfolk-Portsmth-Newpt Nws,53,0
3/23/2015,North Platte,53,0
3/23/2015,Odessa-Midland,53,0
3/23/2015,Oklahoma City,53,0
3/23/2015,Omaha,53,0
3/23/2015,Orlando-Daytona Bch-Melbrn,53,0
3/23/2015,Ottumwa-Kirksville,53,0
3/23/2015,Paducah-Cape Girard-Harsbg,53,0
3/23/2015,Palm Springs,53,0
3/23/2015,Panama City,53,0
3/23/2015,Parkersburg,53,0
3/23/2015,Peoria-Bloomington,53,0
3/23/2015,Philadelphia,53,0
3/23/2015,Phoenix (Prescott),53,0
3/23/2015,Pittsburgh,53,0
3/23/2015,"Portland, OR",53,0
3/23/2015,Portland-Auburn,53,0
3/23/2015,Presque Isle,53,0
3/23/2015,Providence-New Bedford,53,0
3/23/2015,Quincy-Hannibal-Keokuk,53,0
3/23/2015,Raleigh-Durham (Fayetvlle),53,0
3/23/2015,Rapid City,53,0
3/23/2015,Reno,53,0
3/23/2015,Richmond-Petersburg,53,0
3/23/2015,Roanoke-Lynchburg,53,0
3/23/2015,"Rochester, NY",53,0
3/23/2015,Rochestr-Mason City-Austin,53,0
3/23/2015,Rockford,53,0
3/23/2015,Sacramnto-Stkton-Modesto,53,0
3/23/2015,Salisbury,53,0
3/23/2015,Salt Lake City,53,0
3/23/2015,San Angelo,53,0
3/23/2015,San Antonio,53,0
3/23/2015,San Diego,53,0
3/23/2015,San Francisco-Oak-San Jose,53,0
3/23/2015,SantaBarbra-SanMar-SanLuOb,53,0
3/23/2015,Savannah,53,0
3/23/2015,Seattle-Tacoma,53,0
3/23/2015,Sherman-Ada,53,0
3/23/2015,Shreveport,53,0
3/23/2015,Sioux City,53,0
3/23/2015,Sioux Falls(Mitchell),53,0
3/23/2015,South Bend-Elkhart,53,0
3/23/2015,Spokane,53,0
3/23/2015,"Springfield, MO",53,0
3/23/2015,Springfield-Holyoke,53,0
3/23/2015,St. Joseph,53,0
3/23/2015,St. Louis,53,0
3/23/2015,Syracuse,53,0
3/23/2015,Tallahassee-Thomasville,53,0
3/23/2015,Tampa-St. Pete (Sarasota),53,0
3/23/2015,Terre Haute,53,0
3/23/2015,Toledo,53,0
3/23/2015,Topeka,53,0
3/23/2015,Traverse City-Cadillac,53,0
3/23/2015,"Tri-Cities, TN-VA",53,0
3/23/2015,Tucson (Sierra Vista),53,0
3/23/2015,Tulsa,53,0
3/23/2015,Twin Falls,53,0
3/23/2015,Tyler-Longview(Lfkn&Ncgd),53,0
3/23/2015,Utica,53,0
3/23/2015,Victoria,53,0
3/23/2015,Waco-Temple-Bryan,53,0
3/23/2015,"Washington, DC (Hagrstwn)",53,0
3/23/2015,Watertown,53,0
3/23/2015,Wausau-Rhinelander,53,0
3/23/2015,West Palm Beach-Ft. Pierce,53,0
3/23/2015,Wheeling-Steubenville,53,0
3/23/2015,Wichita Falls & Lawton,53,0
3/23/2015,Wichita-Hutchinson Plus,53,0
3/23/2015,Wilkes Barre-Scranton-Hztn,53,0
3/23/2015,Wilmington,53,0
3/23/2015,Yakima-Pasco-Rchlnd-Knnwck,53,0
3/23/2015,Youngstown,53,0
3/23/2015,Yuma-El Centro,53,0
3/23/2015,Zanesville,53,0
3/30/2015,Abilene-Sweetwater,70,0
3/30/2015,"Albany, GA",70,0
3/30/2015,Albany-Schenectady-Troy,70,0
3/30/2015,Albuquerque-Santa Fe,70,0
3/30/2015,"Alexandria, LA",70,0
3/30/2015,Alpena,70,0
3/30/2015,Amarillo,70,0
3/30/2015,Anchorage,70,0
3/30/2015,Atlanta,70,0
3/30/2015,Augusta-Aiken,70,0
3/30/2015,Austin,70,0
3/30/2015,Bakersfield,70,0
3/30/2015,Baltimore,70,0
3/30/2015,Bangor,70,0
3/30/2015,Baton Rouge,70,0
3/30/2015,Beaumont-Port Arthur,70,0
3/30/2015,"Bend, OR",70,0
3/30/2015,Billings,70,0
3/30/2015,Biloxi-Gulfport,70,0
3/30/2015,Binghamton,70,0
3/30/2015,Birmingham (Ann and Tusc),70,0
3/30/2015,Bluefield-Beckley-Oak Hill,70,0
3/30/2015,Boise,70,0
3/30/2015,Boston (Manchester),70,0
3/30/2015,Bowling Green,70,0
3/30/2015,Buffalo,70,0
3/30/2015,Burlington-Plattsburgh,70,0
3/30/2015,Butte-Bozeman,70,0
3/30/2015,Casper-Riverton,70,0
3/30/2015,Cedar Rapids-Wtrlo-IWC&Dub,70,0
3/30/2015,Champaign&Sprngfld-Decatur,70,0
3/30/2015,"Charleston, SC",70,0
3/30/2015,Charleston-Huntington,70,0
3/30/2015,Charlotte,70,0
3/30/2015,Charlottesville,70,0
3/30/2015,Chattanooga,70,0
3/30/2015,Cheyenne-Scottsbluff,70,0
3/30/2015,Chicago,70,0
3/30/2015,Chico-Redding,70,0
3/30/2015,Cincinnati,70,0
3/30/2015,Clarksburg-Weston,70,0
3/30/2015,Cleveland-Akron (Canton),70,0
3/30/2015,Colorado Springs-Pueblo,70,0
3/30/2015,"Columbia, SC",70,0
3/30/2015,Columbia-Jefferson City,70,0
3/30/2015,"Columbus, GA (Opelika, AL)",70,0
3/30/2015,"Columbus, OH",70,0
3/30/2015,Columbus-Tupelo-W Pnt-Hstn,70,0
3/30/2015,Corpus Christi,70,0
3/30/2015,Dallas-Ft. Worth,70,0
3/30/2015,Davenport-R.Island-Moline,70,0
3/30/2015,Dayton,70,0
3/30/2015,Denver,70,0
3/30/2015,Des Moines-Ames,70,0
3/30/2015,Detroit,70,0
3/30/2015,Dothan,70,0
3/30/2015,Duluth-Superior,70,0
3/30/2015,El Paso (Las Cruces),70,0
3/30/2015,Elmira (Corning),70,0
3/30/2015,Erie,70,0
3/30/2015,Eugene,70,0
3/30/2015,Eureka,70,0
3/30/2015,Evansville,70,0
3/30/2015,Fairbanks,70,0
3/30/2015,Fargo-Valley City,70,0
3/30/2015,Flint-Saginaw-Bay City,70,0
3/30/2015,Fresno-Visalia,70,0
3/30/2015,Ft. Myers-Naples,70,0
3/30/2015,Ft. Smith-Fay-Sprngdl-Rgrs,70,0
3/30/2015,Ft. Wayne,70,0
3/30/2015,Gainesville,70,0
3/30/2015,Glendive,70,0
3/30/2015,Grand Junction-Montrose,70,0
3/30/2015,Grand Rapids-Kalmzoo-B.Crk,70,0
3/30/2015,Great Falls,70,0
3/30/2015,Green Bay-Appleton,70,0
3/30/2015,Greensboro-H.Point-W.Salem,70,0
3/30/2015,Greenville-N.Bern-Washngtn,70,0
3/30/2015,Greenvll-Spart-Ashevll-And,70,0
3/30/2015,Greenwood-Greenville,70,0
3/30/2015,Harlingen-Wslco-Brnsvl-McA,70,0
3/30/2015,Harrisburg-Lncstr-Leb-York,70,0
3/30/2015,Harrisonburg,70,0
3/30/2015,Hartford & New Haven,70,0
3/30/2015,Hattiesburg-Laurel,70,0
3/30/2015,Helena,70,0
3/30/2015,Honolulu,70,0
3/30/2015,Houston,70,0
3/30/2015,Huntsville-Decatur (Flor),70,0
3/30/2015,Idaho Fals-Pocatllo(Jcksn),70,0
3/30/2015,Indianapolis,70,0
3/30/2015,"Jackson, MS",70,0
3/30/2015,"Jackson, TN",70,0
3/30/2015,Jacksonville,70,0
3/30/2015,Johnstown-Altoona-St Colge,70,0
3/30/2015,Jonesboro,70,0
3/30/2015,Joplin-Pittsburg,70,0
3/30/2015,Juneau,70,0
3/30/2015,Kansas City,70,0
3/30/2015,Knoxville,70,0
3/30/2015,La Crosse-Eau Claire,70,0
3/30/2015,"Lafayette, IN",70,0
3/30/2015,"Lafayette, LA",70,0
3/30/2015,Lake Charles,70,0
3/30/2015,Lansing,70,0
3/30/2015,Laredo,70,0
3/30/2015,Las Vegas,70,0
3/30/2015,Lexington,70,0
3/30/2015,Lima,70,0
3/30/2015,Lincoln & Hastings-Krny,70,0
3/30/2015,Little Rock-Pine Bluff,70,0
3/30/2015,Los Angeles,70,0
3/30/2015,Louisville,70,0
3/30/2015,Lubbock,70,0
3/30/2015,Macon,70,0
3/30/2015,Madison,70,0
3/30/2015,Mankato,70,0
3/30/2015,Marquette,70,0
3/30/2015,Medford-Klamath Falls,70,0
3/30/2015,Memphis,70,0
3/30/2015,Meridian,70,0
3/30/2015,Miami-Ft. Lauderdale,70,0
3/30/2015,Milwaukee,70,0
3/30/2015,Minneapolis-St. Paul,70,0
3/30/2015,Minot-Bsmrck-Dcknsn(Wlstn),70,0
3/30/2015,Missoula,70,0
3/30/2015,Mobile-Pensacola (Ft Walt),70,0
3/30/2015,Monroe-El Dorado,70,0
3/30/2015,Monterey-Salinas,70,0
3/30/2015,Montgomery-Selma,70,0
3/30/2015,Myrtle Beach-Florence,70,0
3/30/2015,Nashville,70,0
3/30/2015,New Orleans,70,0
3/30/2015,New York,70,0
3/30/2015,Norfolk-Portsmth-Newpt Nws,70,0
3/30/2015,North Platte,70,0
3/30/2015,Odessa-Midland,70,0
3/30/2015,Oklahoma City,70,0
3/30/2015,Omaha,70,0
3/30/2015,Orlando-Daytona Bch-Melbrn,70,0
3/30/2015,Ottumwa-Kirksville,70,0
3/30/2015,Paducah-Cape Girard-Harsbg,70,0
3/30/2015,Palm Springs,70,0
3/30/2015,Panama City,70,0
3/30/2015,Parkersburg,70,0
3/30/2015,Peoria-Bloomington,70,0
3/30/2015,Philadelphia,70,0
3/30/2015,Phoenix (Prescott),70,0
3/30/2015,Pittsburgh,70,0
3/30/2015,"Portland, OR",70,0
3/30/2015,Portland-Auburn,70,0
3/30/2015,Presque Isle,70,0
3/30/2015,Providence-New Bedford,70,0
3/30/2015,Quincy-Hannibal-Keokuk,70,0
3/30/2015,Raleigh-Durham (Fayetvlle),70,0
3/30/2015,Rapid City,70,0
3/30/2015,Reno,70,0
3/30/2015,Richmond-Petersburg,70,0
3/30/2015,Roanoke-Lynchburg,70,0
3/30/2015,"Rochester, NY",70,0
3/30/2015,Rochestr-Mason City-Austin,70,0
3/30/2015,Rockford,70,0
3/30/2015,Sacramnto-Stkton-Modesto,70,0
3/30/2015,Salisbury,70,0
3/30/2015,Salt Lake City,70,0
3/30/2015,San Angelo,70,0
3/30/2015,San Antonio,70,0
3/30/2015,San Diego,70,0
3/30/2015,San Francisco-Oak-San Jose,70,0
3/30/2015,SantaBarbra-SanMar-SanLuOb,70,0
3/30/2015,Savannah,70,0
3/30/2015,Seattle-Tacoma,70,0
3/30/2015,Sherman-Ada,70,0
3/30/2015,Shreveport,70,0
3/30/2015,Sioux City,70,0
3/30/2015,Sioux Falls(Mitchell),70,0
3/30/2015,South Bend-Elkhart,70,0
3/30/2015,Spokane,70,0
3/30/2015,"Springfield, MO",70,0
3/30/2015,Springfield-Holyoke,70,0
3/30/2015,St. Joseph,70,0
3/30/2015,St. Louis,70,0
