Date,Campaign Name,Site Name,Placement,Ad Name,Ad Format,Ad Size,Served Impressions,Clicks,Video Started,Video Fully Played
11/17/2014,Website Traffic,Pandora Mobile US,P11205,SL 728x90,In-Stream Tracking,728x90,"449,991","18,944",0,0
11/17/2014,Mobile Always-On,Pandora Mobile US,P11246,Bag FEP,HTML5 In-Stream Enhanced Video,1920x1080,"419,095","8,339","385,567","362,432"
11/17/2014,Mobile Always-On,Mobvious,P11134,Wallet 300x250,HTML5 Standard Banner,300x250,"396,908","21,829",0,0
11/17/2014,Branding Campaign,Mobvious,P11192,Wallet FEP,In-Stream Video,1920x1080,"2,015,496","69,131","1,491,467","1,044,026"
11/17/2014,Branding Campaign,Mobvious,P11168,Wallet 300x250,HTML5 Standard Banner,300x250,"278,088","11,179",0,0
11/17/2014,Branding Campaign,NBCUni.com,P11177,Wallet 300x250,HTML5 Standard Banner,300x250,"314,851","15,648",0,0
11/17/2014,Website Traffic,Pandora.com,P11179,Tracking Pixel,Tracking Pixel,1x1,"1,435,849","76,961",0,0
11/17/2014,Always-On,Yahoo En Espanol,P11175,Wallet 300x250,HTML5 Standard Banner,300x250,"564,534","2,427",0,0
11/17/2014,Branding Campaign,YouTube US,P11312,Wallet 300x250,HTML5 Standard Banner,300x250,"157,406",330,0,0
11/17/2014,Mobile Always-On,VEVO US,P11136,New Product 300x600,Mobile Rich Media,300x600,"1,490,095","72,865",0,0
11/17/2014,Mobile Always-On,Yahoo En Espanol,P11175,Tracking Pixel,Tracking Pixel,1x1,"317,596","7,908",0,0
11/17/2014,Mobile Always-On,Yahoo En Espanol,P11284,Tracking Pixel,Tracking Pixel,1x1,"186,621","7,576",0,0
11/17/2014,Website Traffic,YouTube US,P11114,New Product 300x600,Mobile Rich Media,300x600,"381,747","18,858","343,572","267,986"
11/17/2014,Mobile Always-On,YouTube US,P11163,Tracking Pixel,Tracking Pixel,1x1,"181,526","6,008","134,329","104,776"
11/17/2014,Mobile Always-On,YouTube US,P11164,Wallet 300x250,HTML5 Standard Banner,300x250,"3,264",108,"2,415","2,101"
11/24/2014,Always-On,Pandora.com,P11171,New Product 300x600,Mobile Rich Media,300x600,"1,320,907","7,000",0,0
11/24/2014,Website Traffic,Fox Sports,P11126,Tracking Pixel,Tracking Pixel,1x1,"1,999,086","92,157",0,0
11/24/2014,Website Traffic,Fox Sports,P11183,Bag FEP,HTML5 In-Stream Enhanced Video,1920x1080,"1,797,285","50,323","1,383,909","691,954"
11/24/2014,Mobile Always-On,Fox.com,P11154,Wallet FEP,In-Stream Video,1920x1080,"2,039,928","53,854","1,489,147","1,265,774"
11/24/2014,Branding Campaign,CBS Interactive US,P11243,Wallet FEP,In-Stream Video,1920x1080,"1,919,217","27,636","1,823,256","1,549,767"
11/24/2014,Branding Campaign,CBS Interactive US,P11139,Bag 300x250,Standard Banner,300x250,"1,453,930","68,583",0,0
11/24/2014,Always-On,Fox.com,P11240,Bag 300x250,Standard Banner,300x250,"186,682","7,933",0,0
11/24/2014,Always-On,Fox.com,P11197,New Product 300x600,Mobile Rich Media,300x600,"1,703,483","45,482",0,0
11/24/2014,Always-On,Fox.com,P11207,Wallet 300x250,HTML5 Standard Banner,300x250,"1,331,102","40,066",0,0
11/24/2014,Always-On,NBCUni.com,P11200,New Product 300x600,Mobile Rich Media,300x600,"1,158,873","31,753",0,0
11/24/2014,Mobile Always-On,Fox.com,P11133,Wallet FEP,In-Stream Video,1920x1080,"1,569,338","46,766","1,475,177","899,857"
11/24/2014,Always-On,Hulu,P11191,Bag 300x250,Standard Banner,300x250,"1,408,632","5,071","1,098,732","505,416"
11/24/2014,Always-On,IHeartRadio.com,P11198,New Product 300x600,Mobile Rich Media,300x600,"1,460,924","50,547",0,0
11/24/2014,Always-On,NBCUni.com,P11177,Bag FEP,HTML5 In-Stream Enhanced Video,1920x1080,"1,390,224","6,673","987,059","720,553"
11/24/2014,Always-On,Pandora.com,P11160,Tracking Pixel,Tracking Pixel,1x1,"1,167,014","5,484",0,0
11/24/2014,Website Traffic,IHeartRadio.com,P11198,SL 728x90,In-Stream Tracking,728x90,"1,113,888","39,208",0,0
11/24/2014,Mobile Always-On,Hulu,P11157,SL 728x90,In-Stream Tracking,728x90,"458,967","4,910","408,480","302,275"
11/24/2014,Always-On,NBCUni.com,P11153,Bag FEP,HTML5 In-Stream Enhanced Video,1920x1080,"1,178,577","27,814","1,166,791","735,078"
11/24/2014,Mobile Always-On,Mobvious,P11140,SL 728x90,In-Stream Tracking,728x90,"789,380","35,679",0,0
11/24/2014,Always-On,Pandora.com,P11195,Bag FEP,HTML5 In-Stream Enhanced Video,1920x1080,"690,987","29,021","552,789","464,342"
11/24/2014,Mobile Always-On,Mobvious,P11132,Tracking Pixel,Tracking Pixel,1x1,"661,920","1,985",0,0
11/24/2014,Mobile Always-On,Mobvious,P11192,Wallet 300x250,HTML5 Standard Banner,300x250,"651,639","18,962",0,0
11/24/2014,Branding Campaign,Mobvious,P11132,SL 728x90,In-Stream Tracking,728x90,"1,976,457","77,674",0,0
11/24/2014,Branding Campaign,Mobvious,P11168,New Product 300x600,Mobile Rich Media,300x600,"1,367,477","9,845",0,0
11/24/2014,Branding Campaign,NBCUni.com,P11146,New Product 300x600,Mobile Rich Media,300x600,"2,028,742","45,038",0,0
11/24/2014,Mobile Always-On,Pandora Mobile US,P11279,SL 728x90,In-Stream Tracking,728x90,"1,618,723","38,201",0,0
11/24/2014,Website Traffic,VEVO US,P11123,Wallet 300x250,HTML5 Standard Banner,300x250,"109,563","3,297",0,0
11/24/2014,Always-On,YouTube US,P11173,New Product 300x600,Mobile Rich Media,300x600,"1,570,638","32,041","1,099,446","692,650"
11/24/2014,Mobile Always-On,Mobvious,P11174,Tracking Pixel,Tracking Pixel,1x1,"1,857,598","88,607",0,0
11/24/2014,Mobile Always-On,Pandora Mobile US,P11344,Bag 300x250,Standard Banner,300x250,"214,942","5,781",0,0
11/24/2014,Always-On,Pandora Mobile US,P11180,Wallet FEP,In-Stream Video,1920x1080,"412,551","13,902","400,174","236,102"
11/24/2014,Website Traffic,Pandora Mobile US,P11180,Bag 300x250,Standard Banner,300x250,"393,223","4,522",0,0
11/24/2014,Branding Campaign,YouTube US,P11312,Tracking Pixel,Tracking Pixel,1x1,"926,044","4,722",0,0
11/24/2014,Mobile Always-On,Yahoo En Espanol,P11284,SL 728x90,In-Stream Tracking,728x90,"1,103,248","5,295",0,0
11/24/2014,Website Traffic,Yahoo En Espanol,P11175,Wallet FEP,In-Stream Video,1920x1080,"79,591","3,693","55,713","40,113"
11/24/2014,Branding Campaign,YouTube US,P11190,SL 728x90,In-Stream Tracking,728x90,"1,088,386","51,262","761,870","662,826"
12/1/2014,Mobile Always-On,BuzzFeed,P11125,Tracking Pixel,Tracking Pixel,1x1,"1,695,278","60,012",0,0
12/1/2014,Website Traffic,BuzzFeed,P11170,New Product 300x600,Mobile Rich Media,300x600,"442,471","1,415",0,0
12/1/2014,Mobile Always-On,CBS Interactive US,P11162,Wallet FEP,In-Stream Video,1920x1080,"2,101,452","14,289","1,639,132","917,913"
12/1/2014,Always-On,VEVO US,P11178,Wallet 300x250,HTML5 Standard Banner,300x250,"1,457,597","24,341",0,0
12/1/2014,Branding Campaign,Fox Sports,P11145,Wallet 300x250,HTML5 Standard Banner,300x250,"1,864,441","60,221",0,0
12/1/2014,Website Traffic,Fox.com,P11240,SL 728x90,In-Stream Tracking,728x90,"1,536,641","25,969",0,0
12/1/2014,Branding Campaign,CBS Interactive US,P11206,Tracking Pixel,Tracking Pixel,1x1,"221,617","11,723",0,0
12/1/2014,Website Traffic,Fox.com,P11197,Tracking Pixel,Tracking Pixel,1x1,"1,552,559","63,499",0,0
12/1/2014,Website Traffic,Fox.com,P11211,Wallet 300x250,HTML5 Standard Banner,300x250,"359,855","16,481",0,0
12/1/2014,Always-On,CBS Interactive US,P11206,New Product 300x600,Mobile Rich Media,300x600,"1,927,988","72,685",0,0
12/1/2014,Always-On,CBS Interactive US,P11206,Wallet 300x250,HTML5 Standard Banner,300x250,"1,317,516","31,225",0,0
12/1/2014,Mobile Always-On,Pandora Mobile US,P11253,Bag FEP,HTML5 In-Stream Enhanced Video,1920x1080,"1,769,695","48,312","1,557,331","934,398"
12/1/2014,Always-On,Fox Sports,P11185,Bag 300x250,Standard Banner,300x250,"2,038,277","79,900",0,0
12/1/2014,Mobile Always-On,Fox.com,P11210,SL 728x90,In-Stream Tracking,728x90,"2,094,960","98,253",0,0
12/1/2014,Always-On,NBCUni.com,P11200,Bag FEP,HTML5 In-Stream Enhanced Video,1920x1080,"864,997","7,179","622,797","435,957"
12/1/2014,Always-On,NBCUni.com,P11146,Bag FEP,HTML5 In-Stream Enhanced Video,1920x1080,"822,446","21,959","707,303","544,623"
12/1/2014,Always-On,Pandora.com,P11160,Wallet 300x250,HTML5 Standard Banner,300x250,"1,290,324","3,096",0,0
12/1/2014,Always-On,VEVO US,P11113,Wallet FEP,In-Stream Video,1920x1080,"2,051,585","9,847","1,477,141","856,741"
12/1/2014,Website Traffic,IHeartRadio.com,P11131,Bag 300x250,Standard Banner,300x250,"273,242","9,262",0,0
12/1/2014,Website Traffic,IHeartRadio.com,P11187,Tracking Pixel,Tracking Pixel,1x1,"733,788","25,902",0,0
12/1/2014,Mobile Always-On,Fox.com,P11207,Tracking Pixel,Tracking Pixel,1x1,"1,785,715","76,250",0,0
12/1/2014,Mobile Always-On,Hulu,P11157,New Product 300x600,Mobile Rich Media,300x600,"988,968","24,328","939,519","554,316"
12/1/2014,Website Traffic,IHeartRadio.com,P11152,Bag FEP,HTML5 In-Stream Enhanced Video,1920x1080,"1,388,830","62,080","1,291,611","1,084,953"
12/1/2014,Website Traffic,Pandora Mobile US,P11209,Bag 300x250,Standard Banner,300x250,"875,126","12,601",0,0
12/1/2014,Always-On,YouTube US,P11182,Bag FEP,HTML5 In-Stream Enhanced Video,1920x1080,"1,386,860","32,868","1,289,779","1,251,085"
12/1/2014,Mobile Always-On,Pandora Mobile US,P11338,Tracking Pixel,Tracking Pixel,1x1,"882,698","32,924",0,0
12/1/2014,Branding Campaign,Mobvious,P11168,Wallet FEP,In-Stream Video,1920x1080,"2,757,526","54,498","2,205,492","1,537,584"
12/1/2014,Branding Campaign,NBCUni.com,P11177,Wallet 300x250,HTML5 Standard Banner,300x250,"591,910","23,321",0,0
12/1/2014,Website Traffic,VEVO US,P11124,Wallet 300x250,HTML5 Standard Banner,300x250,"1,727,037","48,702",0,0
12/1/2014,Branding Campaign,NBCUni.com,P11146,Wallet 300x250,HTML5 Standard Banner,300x250,"546,476","20,820",0,0
12/1/2014,Mobile Always-On,Pandora.com,P11135,New Product 300x600,Mobile Rich Media,300x600,"1,266,433","43,438",0,0
12/1/2014,Mobile Always-On,Pandora Mobile US,P11331,SL 728x90,In-Stream Tracking,728x90,"77,266","1,174",0,0
12/1/2014,Mobile Always-On,Yahoo En Espanol,P11284,Tracking Pixel,Tracking Pixel,1x1,"1,675,645","16,421",0,0
12/1/2014,Website Traffic,Yahoo En Espanol,P11172,Wallet FEP,In-Stream Video,1920x1080,"1,662,583","65,672","1,512,950","1,043,935"
12/1/2014,Branding Campaign,YouTube US,P11342,New Product 300x600,Mobile Rich Media,300x600,"1,732,036","78,461",0,0
12/1/2014,Mobile Always-On,YouTube US,P11122,SL 728x90,In-Stream Tracking,728x90,"2,034,383","59,607","1,871,632","1,179,128"
12/8/2014,Branding Campaign,BuzzFeed,P11144,Wallet FEP,In-Stream Video,1920x1080,"644,422","12,372","599,312","377,566"
12/8/2014,Mobile Always-On,BuzzFeed,P11125,Bag FEP,HTML5 In-Stream Enhanced Video,1920x1080,"928,674","40,861","882,240","723,436"
12/8/2014,Mobile Always-On,BuzzFeed,P11144,Bag FEP,HTML5 In-Stream Enhanced Video,1920x1080,"30,896","1,408","26,879","23,115"
12/8/2014,Mobile Always-On,BuzzFeed,P11170,SL 728x90,In-Stream Tracking,728x90,"1,776,704","62,539",0,0
12/8/2014,Website Traffic,CBS Interactive US,P11119,Tracking Pixel,Tracking Pixel,1x1,"2,060,895","54,819",0,0
12/8/2014,Website Traffic,CBS Interactive US,P11162,New Product 300x600,Mobile Rich Media,300x600,"140,150","5,339",0,0
12/8/2014,Mobile Always-On,CBS Interactive US,P11243,Tracking Pixel,Tracking Pixel,1x1,"1,864,784","95,476",0,0
12/8/2014,Mobile Always-On,CBS Interactive US,P11206,Bag FEP,HTML5 In-Stream Enhanced Video,1920x1080,"46,700","1,218","42,497","39,947"
12/8/2014,Mobile Always-On,Fox Sports,P11165,Bag 300x250,Standard Banner,300x250,"1,286,324","20,195",0,0
12/8/2014,Always-On,BuzzFeed,P11170,Bag 300x250,Standard Banner,300x250,"308,224","16,150",0,0
12/8/2014,Mobile Always-On,Fox.com,P11154,Wallet 300x250,HTML5 Standard Banner,300x250,"19,924",796,0,0
12/8/2014,Always-On,Fox.com,P11210,Wallet 300x250,HTML5 Standard Banner,300x250,"1,030,638","24,323",0,0
12/8/2014,Website Traffic,Hulu,P11193,Bag FEP,HTML5 In-Stream Enhanced Video,1920x1080,"171,368","7,094","130,239","58,607"
12/8/2014,Always-On,Mobvious,P11128,Bag FEP,HTML5 In-Stream Enhanced Video,1920x1080,"794,179","1,667","619,459","458,399"
12/8/2014,Mobile Always-On,Fox.com,P11207,New Product 300x600,Mobile Rich Media,300x600,"1,970,611","106,412",0,0
12/8/2014,Website Traffic,Mobvious,P11132,Bag FEP,HTML5 In-Stream Enhanced Video,1920x1080,"1,045,765","41,412","805,239","764,977"
12/8/2014,Website Traffic,Mobvious,P11132,Tracking Pixel,Tracking Pixel,1x1,"1,838,515","95,051",0,0
12/8/2014,Website Traffic,Mobvious,P11134,Wallet 300x250,HTML5 Standard Banner,300x250,"637,249","33,519",0,0
12/8/2014,Always-On,Hulu,P11155,Wallet FEP,In-Stream Video,1920x1080,"1,208,774","49,317","1,148,335","1,067,951"
12/8/2014,Always-On,Pandora.com,P11176,Tracking Pixel,Tracking Pixel,1x1,"995,767","4,381",0,0
12/8/2014,Mobile Always-On,Hulu,P11157,New Product 300x600,Mobile Rich Media,300x600,"1,897,489","17,267","1,802,614","901,307"
12/8/2014,Branding Campaign,IHeartRadio.com,P11147,Tracking Pixel,Tracking Pixel,1x1,"354,325","12,117",0,0
12/8/2014,Always-On,NBCUni.com,P11153,SL 728x90,In-Stream Tracking,728x90,"301,477","12,270",0,0
12/8/2014,Mobile Always-On,VEVO US,P11178,Tracking Pixel,Tracking Pixel,1x1,"590,208","2,065",0,0
12/8/2014,Website Traffic,Pandora Mobile US,P11143,Bag FEP,HTML5 In-Stream Enhanced Video,1920x1080,"426,307","20,249","306,941","227,136"
12/8/2014,Mobile Always-On,Pandora Mobile US,P11216,New Product 300x600,Mobile Rich Media,300x600,"236,736","2,533",0,0
12/8/2014,Website Traffic,Mobvious,P11168,Bag FEP,HTML5 In-Stream Enhanced Video,1920x1080,"268,450","3,167","214,760","90,199"
12/8/2014,Mobile Always-On,Pandora Mobile US,P11143,Bag 300x250,Standard Banner,300x250,"260,877","3,626",0,0
12/8/2014,Mobile Always-On,Pandora Mobile US,P11156,Wallet FEP,In-Stream Video,1920x1080,"1,551,692","46,085","1,334,455","1,160,975"
12/8/2014,Mobile Always-On,Mobvious,P11174,SL 728x90,In-Stream Tracking,728x90,"1,340,040","22,646",0,0
12/8/2014,Mobile Always-On,Pandora Mobile US,P11344,New Product 300x600,Mobile Rich Media,300x600,"969,475","7,658",0,0
12/8/2014,Branding Campaign,YouTube US,P11356,Bag FEP,HTML5 In-Stream Enhanced Video,1920x1080,"2,093,147","8,581","1,548,928","727,996"
12/8/2014,Branding Campaign,YouTube US,P11262,Tracking Pixel,Tracking Pixel,1x1,"1,516,854","59,764",0,0
12/8/2014,Mobile Always-On,Yahoo En Espanol,P11284,New Product 300x600,Mobile Rich Media,300x600,"1,343,035","51,975",0,0
12/8/2014,Branding Campaign,YouTube US,P11342,Bag FEP,HTML5 In-Stream Enhanced Video,1920x1080,"941,668","41,715","875,751","674,328"
12/8/2014,Mobile Always-On,YouTube US,P11121,Bag 300x250,Standard Banner,300x250,"192,459","6,004","182,836","104,216"
12/8/2014,Branding Campaign,YouTube US,P11190,Wallet 300x250,HTML5 Standard Banner,300x250,"759,675","40,338","676,110","378,621"
12/15/2014,Branding Campaign,BuzzFeed,P11204,Wallet FEP,In-Stream Video,1920x1080,"1,936,331","24,785","1,607,154","1,382,152"
12/15/2014,Website Traffic,BuzzFeed,P11144,Tracking Pixel,Tracking Pixel,1x1,"1,948,201","76,369",0,0
12/15/2014,Website Traffic,CBS Interactive US,P11139,Bag FEP,HTML5 In-Stream Enhanced Video,1920x1080,"1,454,069","6,107","1,308,662","1,217,055"
12/15/2014,Always-On,BuzzFeed,P11204,Tracking Pixel,Tracking Pixel,1x1,"1,725,531","33,647",0,0
12/15/2014,Mobile Always-On,CBS Interactive US,P11243,Bag FEP,HTML5 In-Stream Enhanced Video,1920x1080,"1,060,820","1,591","774,398","534,334"
12/15/2014,Mobile Always-On,CBS Interactive US,P11243,Tracking Pixel,Tracking Pixel,1x1,"1,637,367","20,303",0,0
12/15/2014,Always-On,BuzzFeed,P11144,Bag FEP,HTML5 In-Stream Enhanced Video,1920x1080,"361,615","9,329","343,534","271,391"
12/15/2014,Mobile Always-On,VEVO US,P11161,Tracking Pixel,Tracking Pixel,1x1,"942,713","10,087",0,0
12/15/2014,Branding Campaign,CBS Interactive US,P11139,Tracking Pixel,Tracking Pixel,1x1,"199,743","8,648",0,0
12/15/2014,Always-On,Fox.com,P11240,Wallet FEP,In-Stream Video,1920x1080,"1,505,762","33,126","1,475,646","1,239,542"
12/15/2014,Website Traffic,Hulu,P11115,New Product 300x600,Mobile Rich Media,300x600,"775,405","12,328","581,553","395,456"
12/15/2014,Website Traffic,Hulu,P11193,New Product 300x600,Mobile Rich Media,300x600,"1,366,399","23,365","1,011,135","788,685"
12/15/2014,Mobile Always-On,Fox.com,P11133,Tracking Pixel,Tracking Pixel,1x1,"1,362,187","2,179",0,0
12/15/2014,Always-On,Hulu,P11196,Wallet 300x250,HTML5 Standard Banner,300x250,"1,785,691","3,392","1,321,411","1,176,055"
12/15/2014,Always-On,Mobvious,P11140,Bag 300x250,Standard Banner,300x250,"1,724,736","70,714",0,0
12/15/2014,Always-On,Mobvious,P11140,Wallet 300x250,HTML5 Standard Banner,300x250,"524,889","17,951",0,0
12/15/2014,Always-On,Pandora Mobile US,P11143,Wallet FEP,In-Stream Video,1920x1080,"1,571,413","76,056","1,178,559","1,143,202"
12/15/2014,Website Traffic,Mobvious,P11192,Bag 300x250,Standard Banner,300x250,"384,507","5,113",0,0
12/15/2014,Always-On,YouTube US,P11164,New Product 300x600,Mobile Rich Media,300x600,"2,040,000","39,372","1,815,600","1,506,948"
12/15/2014,Branding Campaign,IHeartRadio.com,P11188,SL 728x90,In-Stream Tracking,728x90,"1,531,203","74,569",0,0
12/15/2014,Branding Campaign,Hulu,P11191,Bag 300x250,Standard Banner,300x250,"607,941","12,280","589,702","271,262"
12/15/2014,Website Traffic,Pandora Mobile US,P11148,SL 728x90,In-Stream Tracking,728x90,"1,323,351","50,287",0,0
12/15/2014,Mobile Always-On,Pandora Mobile US,P11319,Tracking Pixel,Tracking Pixel,1x1,"1,450,863","56,873",0,0
12/15/2014,Website Traffic,Mobvious,P11168,Bag 300x250,Standard Banner,300x250,"700,943","19,275",0,0
12/15/2014,Branding Campaign,NBCUni.com,P11153,New Product 300x600,Mobile Rich Media,300x600,"1,395,303","29,161",0,0
12/15/2014,Branding Campaign,NBCUni.com,P11200,Tracking Pixel,Tracking Pixel,1x1,"1,413,928","64,475",0,0
12/15/2014,Website Traffic,VEVO US,P11112,Bag 300x250,Standard Banner,300x250,"1,864,661","97,148",0,0
12/15/2014,Website Traffic,VEVO US,P11116,Bag FEP,HTML5 In-Stream Enhanced Video,1920x1080,"1,315,203","51,292","1,025,858","841,203"
12/15/2014,Branding Campaign,NBCUni.com,P11166,Wallet FEP,In-Stream Video,1920x1080,"874,489","6,908","839,509","705,187"
12/15/2014,Branding Campaign,VEVO US,P11113,Bag 300x250,Standard Banner,300x250,"1,177,012","21,068",0,0
12/15/2014,Branding Campaign,VEVO US,P11113,Bag FEP,HTML5 In-Stream Enhanced Video,1920x1080,"622,127","4,790","479,037","277,841"
12/15/2014,Always-On,Yahoo En Espanol,P11284,Bag 300x250,Standard Banner,300x250,"984,584","31,703",0,0
12/15/2014,Mobile Always-On,Yahoo En Espanol,P11172,Wallet FEP,In-Stream Video,1920x1080,"1,279,922","11,519","1,087,933","750,673"
12/15/2014,Branding Campaign,YouTube US,P11336,Tracking Pixel,Tracking Pixel,1x1,"2,042,839","29,212",0,0
12/15/2014,Website Traffic,YouTube US,P11121,Wallet 300x250,HTML5 Standard Banner,300x250,"446,886","19,082","366,446","219,867"
12/15/2014,Mobile Always-On,YouTube US,P11114,Wallet 300x250,HTML5 Standard Banner,300x250,"995,430","2,687","965,567","926,944"
12/15/2014,Branding Campaign,YouTube US,P11122,Wallet FEP,In-Stream Video,1920x1080,"1,444,859","12,859","1,011,401","606,840"
12/22/2014,Mobile Always-On,BuzzFeed,P11144,Wallet FEP,In-Stream Video,1920x1080,"1,326,290","22,679","1,021,243","714,870"
12/22/2014,Website Traffic,BuzzFeed,P11170,New Product 300x600,Mobile Rich Media,300x600,"101,392","4,593",0,0
12/22/2014,Website Traffic,CBS Interactive US,P11162,Bag FEP,HTML5 In-Stream Enhanced Video,1920x1080,"968,438","3,776","958,753","671,127"
12/22/2014,Website Traffic,CBS Interactive US,P11206,SL 728x90,In-Stream Tracking,728x90,"1,648,460","8,736",0,0
12/22/2014,Website Traffic,Fox Sports,P11126,New Product 300x600,Mobile Rich Media,300x600,"1,858,252","86,408",0,0
12/22/2014,Branding Campaign,CBS Interactive US,P11162,Wallet FEP,In-Stream Video,1920x1080,"1,106,686","29,548","885,348","610,890"
12/22/2014,Website Traffic,Fox.com,P11240,Wallet FEP,In-Stream Video,1920x1080,"32,671","1,502","26,463","20,905"
12/22/2014,Always-On,CBS Interactive US,P11243,Wallet FEP,In-Stream Video,1920x1080,"1,814,296","6,531","1,578,437","1,404,808"
12/22/2014,Always-On,CBS Interactive US,P11119,Wallet FEP,In-Stream Video,1920x1080,"1,087,896","56,679","859,437","498,473"
12/22/2014,Always-On,Fox.com,P11210,Wallet FEP,In-Stream Video,1920x1080,"1,513,840","79,022","1,059,688","519,247"
12/22/2014,Website Traffic,VEVO US,P11178,New Product 300x600,Mobile Rich Media,300x600,"20,208",883,0,0
12/22/2014,Always-On,Hulu,P11181,Tracking Pixel,Tracking Pixel,1x1,"991,990","54,460","912,630","848,745"
12/22/2014,Always-On,Hulu,P11193,Tracking Pixel,Tracking Pixel,1x1,"394,836","7,186","304,023","121,609"
12/22/2014,Always-On,IHeartRadio.com,P11131,Wallet FEP,In-Stream Video,1920x1080,"1,823,769","22,067","1,531,965","1,240,891"
12/22/2014,Always-On,IHeartRadio.com,P11188,Wallet FEP,In-Stream Video,1920x1080,"2,018,501","26,846","1,534,060","828,392"
12/22/2014,Always-On,VEVO US,P11116,Tracking Pixel,Tracking Pixel,1x1,"1,236,452","24,358",0,0
12/22/2014,Branding Campaign,Fox.com,P11211,Bag FEP,HTML5 In-Stream Enhanced Video,1920x1080,"121,762","1,327","107,150","101,792"
12/22/2014,Branding Campaign,Fox.com,P11240,Wallet FEP,In-Stream Video,1920x1080,"1,383,154","63,210","1,300,164","715,090"
12/22/2014,Branding Campaign,Fox.com,P11133,Bag FEP,HTML5 In-Stream Enhanced Video,1920x1080,"906,516","40,339","634,561","336,317"
12/22/2014,Branding Campaign,Hulu,P11157,New Product 300x600,Mobile Rich Media,300x600,"1,203,283","55,351","890,429","854,811"
12/22/2014,Branding Campaign,Hulu,P11115,New Product 300x600,Mobile Rich Media,300x600,"540,360","9,240","480,920","432,828"
12/22/2014,Always-On,VEVO US,P11136,New Product 300x600,Mobile Rich Media,300x600,"161,678","4,753",0,0
12/22/2014,Website Traffic,Pandora Mobile US,P11118,Wallet FEP,In-Stream Video,1920x1080,"1,986,708","92,580","1,827,771","804,219"
12/22/2014,Website Traffic,VEVO US,P11123,Wallet FEP,In-Stream Video,1920x1080,"338,797","15,381","237,157","104,349"
12/22/2014,Branding Campaign,NBCUni.com,P11146,Tracking Pixel,Tracking Pixel,1x1,"972,738","11,186",0,0
12/22/2014,Mobile Always-On,NBCUni.com,P11200,Wallet FEP,In-Stream Video,1920x1080,"640,657","28,957","474,086","431,418"
12/22/2014,Mobile Always-On,Pandora Mobile US,P11292,Bag FEP,HTML5 In-Stream Enhanced Video,1920x1080,"1,757,237","80,305","1,335,500","1,014,980"
12/22/2014,Branding Campaign,YouTube US,P11358,Bag FEP,HTML5 In-Stream Enhanced Video,1920x1080,"1,788,872","36,314","1,520,541","1,322,870"
12/22/2014,Branding Campaign,VEVO US,P11201,New Product 300x600,Mobile Rich Media,300x600,"402,199","22,080",0,0
12/22/2014,Mobile Always-On,Yahoo En Espanol,P11175,Bag FEP,HTML5 In-Stream Enhanced Video,1920x1080,"57,303","2,057","53,864","23,161"
12/22/2014,Mobile Always-On,Yahoo En Espanol,P11284,SL 728x90,In-Stream Tracking,728x90,"133,294","3,532",0,0
12/22/2014,Website Traffic,Yahoo En Espanol,P11172,Tracking Pixel,Tracking Pixel,1x1,"2,094,078","92,977",0,0
12/22/2014,Website Traffic,Yahoo En Espanol,P11175,Wallet 300x250,HTML5 Standard Banner,300x250,"1,468,034","21,139",0,0
12/22/2014,Website Traffic,YouTube US,P11121,Wallet FEP,In-Stream Video,1920x1080,"1,250,923","66,048","1,113,321","768,191"
12/22/2014,Branding Campaign,YouTube US,P11342,Bag FEP,HTML5 In-Stream Enhanced Video,1920x1080,"1,542,733","77,599","1,311,323","760,567"
12/22/2014,Mobile Always-On,YouTube US,P11164,Bag FEP,HTML5 In-Stream Enhanced Video,1920x1080,"1,897,618","74,007","1,726,832","1,416,002"
12/22/2014,Branding Campaign,YouTube US,P11163,Wallet FEP,In-Stream Video,1920x1080,"606,913",971,"564,429","265,281"
12/29/2014,Branding Campaign,BuzzFeed,P11138,Bag FEP,HTML5 In-Stream Enhanced Video,1920x1080,"1,283,496","45,692","1,129,476","1,027,823"
12/29/2014,Website Traffic,BuzzFeed,P11125,Bag FEP,HTML5 In-Stream Enhanced Video,1920x1080,"638,673","5,300","459,844","294,300"
12/29/2014,Website Traffic,BuzzFeed,P11125,Wallet FEP,In-Stream Video,1920x1080,"1,098,308","40,857","889,629","524,881"
12/29/2014,Website Traffic,BuzzFeed,P11204,Bag 300x250,Standard Banner,300x250,"504,197","5,798",0,0
12/29/2014,Website Traffic,CBS Interactive US,P11139,SL 728x90,In-Stream Tracking,728x90,"865,980","10,391",0,0
12/29/2014,Website Traffic,CBS Interactive US,P11139,Tracking Pixel,Tracking Pixel,1x1,"464,908","17,341",0,0
12/29/2014,Mobile Always-On,CBS Interactive US,P11139,Wallet 300x250,HTML5 Standard Banner,300x250,"876,726","40,592",0,0
12/29/2014,Mobile Always-On,Fox Sports,P11165,Tracking Pixel,Tracking Pixel,1x1,"321,324","3,277",0,0
12/29/2014,Mobile Always-On,Fox Sports,P11126,Bag FEP,HTML5 In-Stream Enhanced Video,1920x1080,"442,471","23,583","358,401","240,128"
12/29/2014,Branding Campaign,Fox Sports,P11185,SL 728x90,In-Stream Tracking,728x90,"908,684","13,266",0,0
12/29/2014,Branding Campaign,Fox Sports,P11165,Tracking Pixel,Tracking Pixel,1x1,"985,759","47,119",0,0
12/29/2014,Branding Campaign,Fox Sports,P11165,Wallet FEP,In-Stream Video,1920x1080,"1,043,273","37,662","970,243","844,111"
